Age,playerid,PA,K%,ISO,wOBA,LD%,GB%,FB%,Soft%,Med%,Hard%,batter,Pos,height,weight,game_year
30,6876,667,25.5%,0.277,0.358,17.4%,39.5%,43.1%,19.2%,41.5%,39.3%,444432,1B,76,225,2016
32,8370,698,10.5%,0.131,0.358,24.2%,49.0%,26.8%,15.8%,52.3%,31.9%,456030,2B,69,175,2016
22,10655,113,14.2%,0.17,0.358,24.1%,41.0%,34.9%,19.1%,53.6%,27.4%,542963,C,73,195,2012
36,1659,558,17.6%,0.185,0.358,18.8%,39.4%,41.8%,15.0%,53.9%,31.2%,425686,LF,74,210,2010
25,19238,343,25.1%,0.264,0.358,17.7%,39.4%,42.9%,19.0%,37.9%,43.1%,666971,LF,75,215,2019
27,6274,527,15.7%,0.236,0.358,13.9%,36.6%,49.5%,19.3%,49.7%,31.0%,435041,LF,73,235,2010
21,12916,438,15.8%,0.169,0.358,20.6%,50.8%,28.7%,19.4%,55.1%,25.5%,596019,SS,71,190,2015
28,5275,162,25.3%,0.13,0.358,25.7%,43.8%,30.5%,8.6%,56.2%,35.2%,465041,C,73,210,2014
25,10067,13,15.4%,0.231,0.358,18.2%,63.6%,18.2%,36.4%,45.5%,18.2%,542513,C,68,220,2016
29,11205,370,17.3%,0.11,0.358,26.3%,47.4%,26.3%,18.7%,48.6%,32.7%,594809,CF,69,176,2018
31,4062,491,20.6%,0.224,0.358,22.4%,39.4%,38.2%,12.7%,49.2%,38.1%,451594,CF,77,195,2017
28,9284,166,26.5%,0.209,0.358,17.3%,44.2%,38.5%,18.9%,36.8%,44.3%,543302,C,72,200,2016
31,6104,362,13.3%,0.171,0.358,21.8%,38.6%,39.6%,19.6%,49.6%,30.7%,431094,2B,71,200,2013
23,17128,176,28.4%,0.186,0.357,25.0%,43.5%,31.5%,13.9%,46.3%,39.8%,657656,CF,71,200,2018
33,7619,593,29.5%,0.219,0.357,21.6%,42.1%,36.3%,19.0%,46.6%,34.5%,448602,1B,74,220,2017
27,11737,664,21.5%,0.236,0.357,22.7%,37.7%,39.6%,12.6%,45.1%,42.3%,592206,3B,76,203,2019
28,914,53,17.0%,0.255,0.357,11.9%,52.4%,35.7%,23.8%,54.8%,21.4%,453269,RF,76,225,2013
21,17901,118,21.2%,0.181,0.357,25.0%,36.3%,38.8%,24.4%,42.7%,32.9%,643217,LF,70,170,2016
24,13744,271,25.1%,0.261,0.357,23.0%,39.3%,37.7%,15.9%,46.5%,37.7%,621311,LF,74,205,2018
23,17901,661,16.0%,0.174,0.357,23.8%,40.8%,35.4%,13.7%,58.3%,28.0%,643217,LF,70,170,2018
30,3892,540,13.3%,0.17,0.357,24.2%,33.6%,42.3%,17.2%,51.7%,31.1%,502210,RF,74,195,2017
28,5209,721,19.4%,0.16,0.357,25.0%,42.3%,32.7%,13.7%,58.4%,27.9%,460086,LF,73,225,2012
38,841,451,22.0%,0.206,0.357,18.5%,43.0%,38.5%,14.7%,50.0%,35.3%,120691,C,74,215,2010
24,3086,173,20.8%,0.214,0.357,22.5%,39.6%,37.8%,11.7%,47.8%,40.5%,519048,1B,74,230,2010
26,16478,610,25.6%,0.282,0.357,19.8%,38.0%,42.2%,12.7%,45.4%,42.0%,656941,LF,72,235,2019
28,12005,179,20.1%,0.118,0.357,26.5%,48.7%,24.8%,19.7%,42.7%,37.6%,605361,LF,71,205,2018
25,5222,643,25.0%,0.201,0.357,21.5%,40.8%,37.8%,14.7%,55.5%,29.9%,457708,LF,73,215,2013
34,731,646,16.4%,0.183,0.357,18.3%,48.1%,33.6%,14.4%,50.0%,35.6%,116338,RF,74,220,2010
26,9166,595,11.8%,0.156,0.357,19.9%,47.3%,32.8%,13.1%,54.3%,32.6%,457763,C,73,210,2013
26,9776,658,21.7%,0.168,0.357,24.7%,43.1%,32.2%,12.8%,52.1%,35.1%,543401,2B,71,200,2013
22,10047,373,24.4%,0.185,0.357,20.2%,46.0%,33.9%,11.7%,49.6%,38.7%,571976,1B,75,205,2013
23,7002,286,24.5%,0.221,0.357,21.5%,43.5%,35.0%,15.5%,48.0%,36.5%,519025,3B,75,220,2012
34,4747,682,22.1%,0.198,0.357,27.1%,30.8%,42.1%,12.7%,50.4%,37.0%,434158,CF,73,200,2015
35,9549,312,23.1%,0.175,0.357,22.3%,51.7%,26.1%,16.1%,47.9%,36.0%,501896,3B,74,213,2018
28,1849,515,20.8%,0.199,0.357,16.6%,48.1%,35.2%,26.0%,44.0%,30.0%,430001,2B,72,210,2011
34,5450,214,17.8%,0.12,0.357,27.9%,43.5%,28.6%,12.9%,53.1%,34.0%,537953,LF,70,195,2017
23,19508,75,38.7%,0.324,0.357,14.0%,51.2%,34.9%,11.6%,55.8%,32.6%,641786,RF,76,210,2019
24,19470,349,17.5%,0.196,0.357,24.7%,40.7%,34.6%,15.5%,43.4%,41.1%,669242,3B,70,180,2019
31,7331,521,16.7%,0.174,0.357,21.1%,47.2%,31.7%,15.6%,51.4%,33.1%,452234,LF,75,210,2014
30,8252,687,16.7%,0.2,0.356,17.2%,47.0%,35.8%,18.4%,47.8%,33.9%,452254,RF,76,230,2013
23,8002,426,23.2%,0.26,0.356,17.3%,46.2%,36.5%,13.3%,51.2%,35.6%,501647,C,71,225,2012
34,1904,586,18.4%,0.196,0.356,22.1%,36.6%,41.2%,11.4%,51.3%,37.3%,425560,1B,74,205,2014
34,6195,679,16.9%,0.196,0.356,23.9%,31.6%,44.5%,18.6%,47.4%,34.0%,435079,2B,72,200,2016
36,731,584,22.8%,0.139,0.356,22.6%,52.0%,25.4%,12.8%,54.3%,32.8%,116338,RF,74,220,2012
25,12552,632,23.3%,0.2,0.356,24.0%,38.9%,37.1%,20.7%,45.5%,33.8%,553993,3B,71,213,2017
24,17128,481,25.6%,0.233,0.356,25.1%,35.7%,39.2%,16.3%,43.8%,40.0%,657656,CF,71,200,2019
27,3376,308,24.0%,0.189,0.356,21.2%,41.3%,37.5%,18.8%,53.9%,27.4%,460026,C,72,203,2011
22,13228,6,50.0%,0.167,0.356,33.3%,33.3%,33.3%,33.3%,33.3%,33.3%,605439,CF,72,215,2015
27,9957,38,15.8%,0.138,0.356,20.0%,44.0%,36.0%,20.0%,48.0%,32.0%,456665,1B,71,200,2010
29,2218,410,22.4%,0.194,0.356,17.5%,38.6%,43.9%,15.6%,50.5%,33.9%,430605,LF,72,185,2010
29,1738,576,16.5%,0.179,0.356,20.0%,35.8%,44.2%,22.3%,53.5%,24.2%,425509,SS,74,225,2011
31,1738,448,21.9%,0.154,0.356,25.2%,39.0%,35.8%,13.1%,52.2%,34.7%,425509,SS,74,225,2013
33,934,606,26.6%,0.237,0.356,15.5%,37.3%,47.3%,17.1%,40.6%,42.4%,150289,1B,74,225,2011
20,4949,396,31.1%,0.248,0.356,16.5%,43.0%,40.5%,18.1%,39.7%,42.2%,519317,RF,78,245,2010
28,17182,467,21.2%,0.173,0.356,22.6%,49.8%,27.6%,18.0%,47.7%,34.4%,628356,3B,72,210,2015
28,5306,158,25.3%,0.208,0.356,17.6%,51.0%,31.4%,15.2%,53.3%,31.4%,502117,3B,72,190,2014
34,1679,531,14.9%,0.191,0.356,19.5%,38.0%,42.5%,14.9%,50.5%,34.6%,400284,2B,73,195,2013
28,7539,571,15.4%,0.195,0.356,22.6%,38.4%,38.9%,18.7%,52.7%,28.6%,435522,2B,75,210,2014
26,15564,67,23.9%,0.246,0.356,21.7%,26.1%,52.2%,15.2%,41.3%,43.5%,643603,1B,71,225,2017
29,7996,590,17.6%,0.152,0.356,26.1%,46.2%,27.7%,14.0%,45.5%,40.5%,500874,RF,78,215,2018
26,16252,569,19.9%,0.2,0.356,20.0%,47.2%,32.8%,17.1%,45.4%,37.6%,607208,SS,74,185,2019
38,97,381,12.3%,0.161,0.356,18.3%,38.1%,43.6%,15.8%,53.5%,30.8%,116706,3B,76,210,2010
25,10071,679,25.6%,0.171,0.356,20.3%,55.6%,24.1%,20.5%,44.3%,35.1%,542340,SS,73,215,2016
35,3174,665,23.5%,0.17,0.355,21.8%,50.2%,28.0%,14.5%,43.5%,42.0%,425783,RF,71,210,2018
34,1702,266,23.7%,0.159,0.355,21.4%,43.4%,35.2%,26.7%,45.5%,27.8%,407862,CF,70,185,2011
28,6195,460,12.4%,0.125,0.355,18.4%,40.1%,41.6%,19.4%,50.3%,30.3%,435079,2B,72,200,2010
32,3035,482,25.1%,0.196,0.355,21.8%,45.2%,33.0%,17.8%,50.2%,32.1%,434604,LF,77,245,2014
26,7739,268,18.3%,0.218,0.355,21.4%,37.0%,41.7%,17.7%,53.1%,29.2%,518595,C,74,210,2015
31,2154,644,26.7%,0.235,0.355,20.8%,40.3%,39.0%,13.6%,50.3%,36.2%,429667,1B,76,250,2011
25,12984,255,27.1%,0.249,0.355,15.6%,48.1%,36.4%,16.7%,51.3%,32.1%,598265,CF,70,200,2015
27,4251,633,17.1%,0.181,0.355,19.0%,40.2%,40.8%,19.4%,47.2%,33.5%,452220,SS,72,220,2010
28,7331,533,17.4%,0.2,0.355,21.6%,38.0%,40.4%,21.8%,48.7%,29.5%,452234,LF,75,210,2011
26,12144,596,16.6%,0.267,0.355,17.2%,36.1%,46.6%,19.6%,38.0%,42.4%,596146,RF,76,220,2019
32,5275,404,20.8%,0.172,0.355,19.4%,38.9%,41.7%,15.8%,50.4%,33.9%,465041,C,73,210,2018
26,8090,340,18.5%,0.169,0.355,23.8%,40.2%,36.0%,7.9%,57.9%,34.2%,572761,3B,75,205,2012
28,9776,641,16.7%,0.149,0.355,26.8%,45.0%,28.1%,15.4%,54.1%,30.6%,543401,2B,71,200,2015
24,1965,287,20.6%,0.19,0.355,17.6%,47.3%,35.2%,25.7%,51.3%,23.0%,457775,CF,74,210,2011
25,11265,675,21.0%,0.211,0.355,20.9%,41.9%,37.2%,23.0%,40.9%,36.1%,570731,2B,73,225,2017
27,5485,344,20.6%,0.202,0.355,21.2%,47.3%,31.5%,19.3%,46.7%,34.0%,517369,2B,72,220,2017
26,13265,435,36.8%,0.258,0.355,22.4%,32.0%,45.6%,17.5%,43.9%,38.6%,572287,C,74,235,2017
23,13510,618,10.0%,0.15,0.355,22.8%,40.9%,36.3%,14.4%,58.9%,26.8%,608070,3B,69,190,2016
35,589,619,20.0%,0.227,0.355,20.4%,41.8%,37.8%,15.0%,50.9%,34.1%,136860,RF,73,215,2012
28,13499,281,31.0%,0.262,0.355,19.0%,34.5%,46.6%,16.7%,45.4%,37.9%,608596,C,73,218,2019
23,19262,48,25.0%,0.125,0.355,20.0%,44.0%,36.0%,21.4%,50.0%,28.6%,641658,2B,71,188,2018
24,7539,469,17.7%,0.167,0.355,22.4%,36.4%,41.1%,10.0%,53.9%,36.1%,435522,2B,75,210,2010
37,7435,520,11.5%,0.134,0.355,21.6%,48.1%,30.3%,11.9%,52.6%,35.5%,450314,2B,75,210,2018
25,3516,667,16.2%,0.162,0.355,23.6%,52.0%,24.4%,18.0%,49.1%,32.9%,543333,1B,76,225,2015
35,1887,517,19.9%,0.217,0.355,18.8%,39.5%,41.7%,21.3%,37.7%,41.1%,430832,RF,72,205,2016
23,11205,103,14.6%,0.153,0.355,12.1%,63.6%,24.2%,11.3%,59.2%,29.6%,594809,CF,69,176,2012
28,1191,547,21.2%,0.136,0.354,27.0%,45.5%,27.5%,14.0%,56.0%,30.0%,453400,3B,75,225,2013
33,949,437,24.0%,0.217,0.354,16.8%,34.3%,48.9%,20.4%,43.8%,35.8%,150100,LF,76,235,2010
27,9629,57,24.6%,0.095,0.354,25.9%,48.1%,25.9%,29.0%,58.1%,12.9%,502523,SS,71,175,2015
26,14221,257,26.8%,0.202,0.354,19.2%,46.8%,34.0%,17.3%,39.7%,43.0%,624585,RF,76,230,2018
26,16505,670,21.9%,0.257,0.354,15.5%,41.5%,43.1%,16.0%,38.7%,45.3%,656305,3B,72,220,2019
30,4521,388,21.4%,0.158,0.354,22.8%,42.1%,35.1%,14.2%,51.0%,34.9%,448676,LF,73,200,2010
24,2140,613,13.2%,0.195,0.354,15.5%,44.7%,39.8%,19.1%,49.1%,31.8%,430321,LF,75,240,2010
33,1908,643,16.6%,0.205,0.354,26.0%,37.3%,36.7%,14.6%,49.5%,36.0%,408236,1B,74,215,2015
24,18882,327,34.6%,0.243,0.354,26.9%,30.2%,42.9%,11.4%,45.7%,42.9%,664040,2B,70,185,2019
26,12984,636,22.5%,0.219,0.354,18.4%,47.3%,34.4%,16.0%,48.1%,36.0%,598265,CF,70,200,2016
28,6035,471,15.1%,0.158,0.354,19.4%,44.2%,36.5%,19.9%,47.0%,33.1%,461815,LF,75,210,2010
26,9929,293,31.1%,0.211,0.354,18.5%,40.7%,40.7%,8.6%,54.9%,36.4%,573131,1B,75,250,2013
34,1573,368,21.2%,0.169,0.354,21.0%,42.7%,36.3%,19.0%,51.2%,29.8%,400098,NA,75,240,2011
26,4316,423,9.9%,0.128,0.354,21.9%,47.0%,31.1%,24.0%,50.6%,25.4%,502517,2B,73,221,2011
35,3410,508,20.7%,0.22,0.354,19.2%,50.4%,30.4%,17.1%,37.5%,45.4%,460075,LF,74,205,2019
26,11899,443,19.2%,0.273,0.354,17.0%,39.4%,43.6%,15.6%,42.4%,42.0%,592626,CF,73,220,2018
24,14145,340,22.6%,0.152,0.354,18.8%,50.7%,30.4%,22.2%,43.0%,34.8%,621002,2B,73,205,2018
26,785,465,22.2%,0.225,0.354,22.4%,32.9%,44.7%,13.0%,56.7%,30.3%,453943,3B,75,220,2012
29,4022,621,10.8%,0.157,0.354,21.2%,49.3%,29.5%,14.6%,54.9%,30.5%,466320,LF,70,210,2014
36,548,97,19.6%,0.185,0.354,21.0%,45.2%,33.9%,22.6%,48.4%,29.0%,204020,1B,73,220,2012
27,11773,169,20.1%,0.145,0.354,16.1%,54.2%,29.7%,15.3%,48.3%,36.4%,595386,1B,73,230,2015
22,16556,702,16.0%,0.205,0.354,25.5%,37.9%,36.6%,14.9%,42.9%,42.3%,645277,2B,68,165,2019
32,3711,459,30.5%,0.258,0.354,20.5%,33.3%,46.1%,13.2%,38.4%,48.5%,519346,1B,72,210,2019
28,1930,563,11.7%,0.116,0.354,18.3%,55.8%,25.9%,24.9%,53.3%,21.7%,425773,1B,75,220,2011
27,2498,45,4.4%,0.135,0.354,25.0%,41.7%,33.3%,18.4%,65.8%,15.8%,457789,2B,69,170,2014
26,3312,651,13.2%,0.152,0.353,21.0%,48.5%,30.5%,14.6%,54.4%,31.0%,445988,3B,72,215,2010
30,2434,513,22.6%,0.246,0.353,15.7%,41.4%,42.8%,25.7%,43.4%,30.9%,443558,RF,74,230,2011
24,11270,161,25.5%,0.248,0.353,22.4%,39.8%,37.8%,20.2%,50.5%,29.3%,571437,RF,77,215,2015
25,2616,38,15.8%,0.162,0.353,9.7%,58.1%,32.3%,25.0%,46.9%,28.1%,446359,SS,72,204,2011
22,5411,44,38.6%,0.3,0.353,17.4%,39.1%,43.5%,17.4%,43.5%,39.1%,499926,3B,76,225,2011
28,4220,633,21.0%,0.19,0.353,21.5%,44.7%,33.8%,14.2%,45.9%,40.0%,475582,3B,75,215,2013
27,9112,440,27.7%,0.258,0.353,17.2%,42.5%,40.3%,18.3%,46.9%,34.8%,501981,LF,71,203,2015
28,2396,660,18.8%,0.196,0.353,19.5%,40.1%,40.4%,20.0%,45.0%,35.0%,467793,1B,71,210,2014
30,791,675,12.6%,0.157,0.353,19.8%,45.3%,34.9%,22.0%,50.8%,27.2%,408252,2B,72,211,2011
25,1191,362,25.1%,0.173,0.353,24.0%,41.3%,34.6%,14.2%,52.8%,33.1%,453400,3B,75,225,2010
26,4892,614,12.4%,0.186,0.353,18.8%,39.9%,41.4%,19.5%,49.0%,31.5%,519058,3B,72,225,2015
36,3174,660,25.0%,0.19,0.353,21.8%,49.1%,29.1%,11.8%,43.4%,44.9%,425783,RF,71,210,2019
32,7324,113,16.8%,0.235,0.353,17.7%,41.8%,40.5%,14.5%,60.2%,25.3%,460269,C,74,230,2015
26,12907,535,21.9%,0.245,0.353,18.7%,33.3%,48.0%,20.0%,46.0%,34.0%,570256,RF,77,235,2018
27,11739,531,19.6%,0.208,0.353,22.8%,39.8%,37.4%,18.0%,43.5%,38.5%,592663,C,73,210,2018
31,5235,622,17.2%,0.218,0.353,23.9%,36.1%,40.0%,12.0%,50.3%,37.6%,457759,3B,71,202,2016
29,6878,432,18.8%,0.169,0.353,25.6%,43.0%,31.5%,15.2%,55.0%,29.8%,458085,LF,72,195,2014
34,1737,182,13.7%,0.149,0.353,19.0%,47.9%,33.1%,14.7%,49.7%,35.7%,408047,1B,76,220,2015
26,12856,744,23.9%,0.196,0.353,20.3%,48.2%,31.5%,19.5%,46.9%,33.6%,543807,RF,75,215,2016
32,3057,500,26.6%,0.171,0.353,18.9%,45.3%,35.8%,17.5%,46.0%,36.5%,435063,1B,73,225,2014
25,13473,75,17.3%,0.215,0.353,11.5%,48.1%,40.4%,18.9%,56.6%,24.5%,596105,LF,72,210,2018
32,1677,532,14.1%,0.157,0.353,22.4%,42.6%,35.0%,20.3%,51.7%,28.0%,425664,CF,69,190,2013
30,9241,586,16.0%,0.208,0.353,21.4%,50.5%,28.2%,19.1%,43.5%,37.5%,516782,LF,73,190,2019
28,7007,518,8.5%,0.16,0.353,19.6%,44.9%,35.5%,24.1%,50.9%,25.0%,425877,C,71,205,2011
26,13329,635,23.9%,0.239,0.353,20.6%,41.1%,38.3%,12.9%,51.4%,35.7%,571875,3B,75,215,2017
26,3353,522,20.3%,0.201,0.353,21.2%,36.4%,42.4%,21.5%,48.5%,30.0%,459964,RF,74,200,2011
23,12916,723,12.9%,0.232,0.353,18.3%,39.2%,42.4%,14.3%,50.5%,35.2%,596019,SS,71,190,2017
27,3364,553,17.5%,0.187,0.353,21.9%,42.2%,35.9%,21.2%,49.6%,29.2%,471083,C,71,221,2011
26,4365,152,24.3%,0.225,0.353,17.0%,36.2%,46.8%,14.9%,51.1%,34.0%,475100,LF,76,215,2013
26,5930,709,13.1%,0.138,0.353,17.9%,45.7%,36.4%,15.3%,57.9%,26.8%,455976,RF,73,210,2010
28,14854,411,26.0%,0.245,0.353,22.8%,33.8%,43.3%,17.2%,39.6%,43.3%,573262,RF,71,180,2019
26,6400,130,30.0%,0.223,0.352,31.1%,40.5%,28.4%,21.3%,38.7%,40.0%,543590,CF,75,225,2014
25,9892,633,24.5%,0.263,0.352,20.2%,35.4%,44.4%,12.4%,50.2%,37.4%,457803,RF,75,225,2012
25,7399,673,14.1%,0.169,0.352,18.7%,45.6%,35.8%,16.3%,52.7%,31.0%,456714,1B,72,260,2011
33,1429,166,12.7%,0.143,0.352,31.0%,46.0%,23.0%,21.7%,63.3%,15.0%,346857,SS,69,195,2011
25,13152,704,16.5%,0.19,0.352,26.3%,29.2%,44.4%,15.3%,45.2%,39.5%,593871,SS,71,200,2019
25,13329,594,25.9%,0.26,0.352,17.4%,45.8%,36.7%,13.9%,46.7%,39.4%,571875,3B,75,215,2016
19,11579,597,20.1%,0.206,0.352,22.5%,44.6%,32.9%,12.2%,57.8%,30.1%,547180,RF,75,220,2012
24,19755,425,25.9%,0.219,0.352,25.9%,49.6%,24.5%,8.6%,41.7%,49.6%,660271,P,76,210,2019
27,2967,173,23.7%,0.209,0.352,21.2%,51.3%,27.4%,23.0%,38.9%,38.1%,502054,LF,73,215,2015
28,18718,346,14.7%,0.118,0.352,20.6%,52.6%,26.9%,20.0%,49.8%,30.2%,547957,LF,74,210,2016
25,12101,177,32.2%,0.27,0.352,14.6%,37.5%,47.9%,22.9%,35.4%,41.7%,573627,1B,77,290,2016
34,847,548,22.4%,0.238,0.352,16.5%,29.3%,54.3%,22.8%,44.0%,33.2%,150093,LF,73,195,2010
29,6165,91,9.9%,0.094,0.352,34.7%,44.4%,20.8%,11.5%,71.8%,16.7%,458252,2B,69,185,2012
28,6962,10,0.0%,0,0.352,28.6%,57.1%,14.3%,25.0%,50.0%,25.0%,501888,CF,72,215,2016
27,11003,401,24.2%,0.23,0.352,16.8%,38.7%,44.5%,16.4%,44.9%,38.7%,594828,C,76,270,2014
23,9218,177,29.9%,0.224,0.352,21.2%,42.3%,36.5%,16.4%,48.1%,35.6%,502671,1B,75,225,2011
27,4220,641,18.1%,0.196,0.352,18.5%,48.1%,33.5%,11.4%,48.9%,39.7%,475582,3B,75,215,2012
32,3856,418,7.4%,0.114,0.352,23.2%,49.4%,27.4%,13.7%,64.6%,21.7%,433898,2B,72,185,2012
31,2714,515,20.0%,0.242,0.352,18.5%,39.8%,41.7%,14.0%,51.2%,34.8%,434540,1B,77,235,2012
24,12856,345,33.0%,0.237,0.352,15.3%,45.4%,39.3%,19.1%,41.5%,39.3%,543807,RF,75,215,2014
29,10264,451,23.1%,0.228,0.352,23.4%,29.7%,46.9%,14.0%,47.7%,38.4%,474832,1B,76,235,2017
29,11368,518,23.9%,0.225,0.352,17.2%,41.1%,41.7%,19.8%,39.5%,40.8%,518735,C,73,235,2018
26,16271,50,28.0%,0.111,0.352,20.8%,45.8%,33.3%,12.5%,50.0%,37.5%,607468,2B,72,190,2019
30,2161,571,26.4%,0.253,0.352,23.0%,33.2%,43.8%,10.5%,51.0%,38.5%,430585,LF,72,220,2012
30,5677,103,15.5%,0.106,0.352,15.9%,49.3%,34.8%,12.9%,58.6%,28.6%,454560,C,74,225,2011
26,9272,562,30.1%,0.231,0.352,23.2%,39.3%,37.5%,8.9%,56.5%,34.7%,448801,1B,75,230,2012
28,10322,511,29.5%,0.251,0.352,24.7%,40.2%,35.1%,12.8%,42.1%,45.1%,542454,CF,71,185,2019
29,5223,391,17.6%,0.103,0.352,21.7%,56.5%,21.7%,19.8%,55.5%,24.7%,457727,CF,75,215,2016
32,1908,660,17.0%,0.206,0.351,23.7%,38.4%,37.8%,12.5%,48.8%,38.8%,408236,1B,74,215,2014
22,13611,654,12.5%,0.188,0.351,19.5%,38.2%,42.4%,16.1%,52.2%,31.7%,605141,RF,69,180,2015
34,918,352,13.9%,0.131,0.351,19.6%,51.7%,28.7%,14.9%,51.3%,33.8%,150421,C,72,220,2010
30,12371,321,8.7%,0.192,0.351,21.4%,45.4%,33.2%,14.4%,42.4%,43.2%,600303,2B,71,180,2019
32,1534,584,16.3%,0.176,0.351,17.8%,48.5%,33.6%,27.5%,47.1%,25.4%,150212,RF,74,220,2011
33,4220,323,17.0%,0.222,0.351,17.4%,48.9%,33.6%,17.0%,43.4%,39.6%,475582,3B,75,215,2018
23,10059,20,30.0%,0.1,0.351,35.7%,21.4%,42.9%,42.9%,28.6%,28.6%,545358,C,70,200,2014
35,1873,277,17.7%,0.131,0.351,23.0%,48.1%,29.0%,20.8%,45.9%,33.3%,407812,LF,76,240,2015
35,746,520,15.0%,0.223,0.351,22.2%,42.0%,35.8%,19.2%,52.2%,28.6%,150229,C,75,250,2012
30,2636,345,15.9%,0.157,0.351,21.5%,40.5%,38.0%,20.8%,50.8%,28.3%,446386,LF,74,210,2016
25,13590,384,15.6%,0.204,0.351,26.4%,48.7%,24.9%,15.5%,43.2%,41.4%,608385,LF,75,215,2019
25,3154,540,18.0%,0.222,0.351,22.8%,42.4%,34.7%,16.4%,50.4%,33.3%,502126,LF,77,225,2013
25,2396,658,20.2%,0.217,0.351,15.4%,44.7%,40.0%,25.1%,43.7%,31.2%,467793,1B,71,210,2011
27,9241,529,19.7%,0.145,0.351,23.3%,48.3%,28.4%,21.0%,44.3%,34.7%,516782,LF,73,190,2016
30,7539,458,18.3%,0.194,0.351,21.3%,35.4%,43.3%,16.6%,47.4%,36.0%,435522,2B,75,210,2016
31,5209,422,21.8%,0.161,0.351,24.8%,37.6%,37.6%,19.1%,47.2%,33.7%,460086,LF,73,225,2015
25,11200,222,18.5%,0.179,0.351,22.8%,41.1%,36.1%,15.1%,45.9%,39.0%,594777,RF,70,215,2013
25,6364,322,14.3%,0.137,0.351,18.8%,43.0%,38.3%,18.0%,51.6%,30.5%,502143,3B,74,210,2010
27,11342,311,30.2%,0.24,0.351,21.3%,41.0%,37.8%,15.4%,39.4%,45.2%,542583,1B,75,250,2017
24,5310,395,25.3%,0.246,0.351,17.0%,43.2%,39.8%,20.3%,42.9%,36.8%,502125,RF,75,210,2010
24,17838,337,15.7%,0.256,0.351,19.4%,36.4%,44.2%,18.6%,40.7%,40.7%,641432,LF,68,187,2019
23,17678,626,15.5%,0.191,0.351,21.7%,38.4%,39.9%,18.0%,49.0%,33.0%,608324,3B,72,180,2017
27,13367,605,18.8%,0.223,0.351,22.2%,44.9%,33.0%,12.8%,44.6%,42.6%,572039,RF,76,205,2018
37,393,610,14.8%,0.186,0.351,23.4%,37.3%,39.3%,16.3%,44.9%,38.8%,400121,C,74,235,2016
22,4940,651,23.3%,0.21,0.351,19.3%,44.0%,36.7%,16.7%,48.9%,34.5%,518792,RF,77,240,2012
28,11982,587,18.4%,0.239,0.351,18.1%,37.4%,44.5%,19.9%,40.3%,39.8%,543768,3B,76,230,2018
27,4719,182,22.0%,0.171,0.351,21.0%,51.6%,27.4%,27.0%,47.6%,25.4%,460131,RF,75,215,2011
30,4969,342,23.7%,0.199,0.351,21.2%,36.5%,42.3%,19.9%,44.4%,35.7%,472528,3B,70,215,2016
28,5038,695,18.7%,0.201,0.351,13.5%,45.4%,41.1%,15.6%,49.8%,34.7%,518626,3B,73,210,2014
31,8027,572,17.5%,0.183,0.351,18.8%,46.2%,35.1%,14.8%,47.9%,37.3%,452252,1B,74,195,2015
26,7859,258,19.0%,0.159,0.35,27.2%,41.5%,31.3%,18.6%,54.8%,26.6%,453568,CF,75,220,2013
36,906,81,23.5%,0.203,0.35,15.7%,43.1%,41.2%,11.8%,51.0%,37.3%,136767,3B,73,215,2014
34,370,428,30.6%,0.25,0.35,13.0%,34.6%,52.4%,19.4%,46.8%,33.9%,137140,1B,76,235,2010
32,2103,563,26.6%,0.232,0.35,17.3%,34.7%,48.0%,19.9%,45.1%,35.0%,425545,LF,74,230,2011
31,2396,667,14.1%,0.196,0.35,20.0%,40.8%,39.3%,18.4%,48.6%,33.0%,467793,1B,71,210,2017
28,6012,569,12.1%,0.226,0.35,19.5%,38.9%,41.6%,22.5%,41.6%,36.0%,544369,SS,75,205,2018
26,4022,706,13.3%,0.164,0.35,20.3%,47.1%,32.6%,25.7%,51.0%,23.3%,466320,LF,70,210,2011
27,11368,457,25.4%,0.249,0.35,16.1%,44.7%,39.2%,17.5%,43.6%,38.9%,518735,C,73,235,2016
30,9892,617,22.5%,0.254,0.35,20.8%,32.5%,46.7%,11.7%,48.0%,40.3%,457803,RF,75,225,2017
28,785,660,21.1%,0.186,0.35,21.7%,41.2%,37.1%,16.9%,48.9%,34.2%,453943,3B,75,220,2014
25,4062,563,23.1%,0.166,0.35,21.4%,43.5%,35.1%,23.7%,48.3%,27.9%,451594,CF,77,195,2011
30,9368,685,21.0%,0.248,0.35,21.4%,31.9%,46.8%,17.1%,46.6%,36.3%,446334,3B,73,215,2016
30,6265,618,20.1%,0.176,0.35,24.1%,43.2%,32.6%,16.6%,51.5%,32.0%,444843,RF,74,210,2012
26,4464,40,22.5%,0.206,0.35,8.0%,32.0%,60.0%,20.0%,48.0%,32.0%,488689,RF,72,205,2011
28,9871,8,12.5%,0,0.35,0.0%,60.0%,40.0%,16.7%,66.7%,16.7%,457762,C,73,200,2015
27,6368,689,19.7%,0.208,0.35,19.7%,48.3%,32.0%,17.7%,44.8%,37.5%,430945,CF,74,215,2013
27,4810,527,16.9%,0.195,0.35,15.6%,37.7%,46.7%,20.6%,45.7%,33.8%,435263,C,75,225,2011
22,14103,7,28.6%,0.286,0.35,40.0%,20.0%,40.0%,40.0%,0.0%,60.0%,547004,3B,73,210,2016
